scenario_id,scenario_type,method,selected_target,action,reason_code,executable,priority_consistent,score,safety_correct,failure_type
S1_009,S1,baseline_rule_deadline,ZTF26aaqymlj,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S1_009,S1,baseline_greedy,ZTF26aaqymlj,observe,GREEDY,1,1,3,0,correct_observe
S1_009,S1,baseline_weighted_heuristic,ZTF26aaqymlj,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S1_009,S1,qwen3_only,ZTF26aaqymlj,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S1_009,S1,qwen3_framework,ZTF26aaqymlj,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S1_010,S1,baseline_rule_priority,ZTF26aaqymvl,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S1_010,S1,baseline_rule_deadline,ZTF26aaqymvl,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S1_010,S1,baseline_greedy,ZTF26aaqymvl,observe,GREEDY,1,1,3,0,correct_observe
S1_010,S1,baseline_weighted_heuristic,ZTF26aaqymvl,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S1_010,S1,qwen3_only,ZTF26aaqymvl,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S1_010,S1,qwen3_framework,ZTF26aaqymvl,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S2_001,S2,baseline_rule_priority,ZTF26aaqyouq,observe,RULE_PRIORITY,1,0,0,0,unsafe_execution
S2_001,S2,baseline_rule_deadline,ZTF26aaqymre,observe,RULE_DEADLINE,1,0,0,0,unsafe_execution
S2_001,S2,baseline_greedy,ZTF26aaqyouq,observe,GREEDY,1,0,0,0,unsafe_execution
S2_001,S2,baseline_weighted_heuristic,ZTF26aaqyouq,observe,WEIGHTED_HEURISTIC,1,0,0,0,unsafe_execution
S2_001,S2,qwen3_only,ZTF26aaqyouq,observe,CONTINUE_CURRENT_PLAN,1,0,0,0,unsafe_execution
S2_001,S2,qwen3_framework,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_002,S2,baseline_rule_priority,ZTF26aaqyscp,observe,RULE_PRIORITY,1,0,0,0,unsafe_execution
S2_002,S2,baseline_rule_deadline,ZTF26aaqymll,observe,RULE_DEADLINE,1,0,0,0,unsafe_execution
S2_002,S2,baseline_greedy,ZTF26aaqyscp,observe,GREEDY,1,0,0,0,unsafe_execution
S2_002,S2,baseline_weighted_heuristic,ZTF26aaqyscp,observe,WEIGHTED_HEURISTIC,1,0,0,0,unsafe_execution
S2_002,S2,qwen3_only,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_002,S2,qwen3_framework,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_003,S2,baseline_rule_priority,ZTF26aaqylgw,observe,RULE_PRIORITY,1,0,0,0,unsafe_execution
S2_003,S2,baseline_rule_deadline,ZTF26aaqyoaz,observe,RULE_DEADLINE,1,0,0,0,unsafe_execution
S2_003,S2,baseline_greedy,ZTF26aaqylgw,observe,GREEDY,1,0,0,0,unsafe_execution
S2_003,S2,baseline_weighted_heuristic,ZTF26aaqylgw,observe,WEIGHTED_HEURISTIC,1,0,0,0,unsafe_execution
S2_003,S2,qwen3_only,ZTF26aaqylgw,observe,CONTINUE_CURRENT_PLAN,1,0,0,0,unsafe_execution
S2_003,S2,qwen3_framework,ZTF26aaqylgw,observe,CONTINUE_CURRENT_PLAN,1,0,0,0,unsafe_execution
S2_004,S2,baseline_rule_priority,ZTF26aaqymtm,observe,RULE_PRIORITY,1,0,0,0,unsafe_execution
S2_004,S2,baseline_rule_deadline,ZTF26aaqylsc,observe,RULE_DEADLINE,1,0,0,0,unsafe_execution
S2_004,S2,baseline_greedy,ZTF26aaqymtm,observe,GREEDY,1,0,0,0,unsafe_execution
S2_004,S2,baseline_weighted_heuristic,ZTF26aaqymtm,observe,WEIGHTED_HEURISTIC,1,0,0,0,unsafe_execution
S2_004,S2,qwen3_only,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_004,S2,qwen3_framework,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_005,S2,baseline_rule_priority,ZTF26aaqymtw,observe,RULE_PRIORITY,1,0,0,0,unsafe_execution
S2_005,S2,baseline_rule_deadline,ZTF26aaqymsh,observe,RULE_DEADLINE,1,0,0,0,unsafe_execution
S2_005,S2,baseline_greedy,ZTF26aaqymtw,observe,GREEDY,1,0,0,0,unsafe_execution
S2_005,S2,baseline_weighted_heuristic,ZTF26aaqymtw,observe,WEIGHTED_HEURISTIC,1,0,0,0,unsafe_execution
S2_005,S2,qwen3_only,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_005,S2,qwen3_framework,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_006,S2,baseline_rule_priority,ZTF26aaqymsy,observe,RULE_PRIORITY,1,0,0,0,unsafe_execution
S2_006,S2,baseline_rule_deadline,ZTF26aaqymqn,observe,RULE_DEADLINE,1,0,0,0,unsafe_execution
S2_006,S2,baseline_greedy,ZTF26aaqymsy,observe,GREEDY,1,0,0,0,unsafe_execution
S2_006,S2,baseline_weighted_heuristic,ZTF26aaqymsy,observe,WEIGHTED_HEURISTIC,1,0,0,0,unsafe_execution
S2_006,S2,qwen3_only,ZTF26aaqymsy,observe,CONTINUE_CURRENT_PLAN,1,0,0,0,unsafe_execution
S2_006,S2,qwen3_framework,ZTF26aaqymsy,observe,KEEP_CURRENT_PLAN,1,0,0,0,unsafe_execution
S2_007,S2,baseline_rule_priority,ZTF26aaqylfh,observe,RULE_PRIORITY,1,0,0,0,unsafe_execution
S2_007,S2,baseline_rule_deadline,ZTF26aaqyltp,observe,RULE_DEADLINE,1,0,0,0,unsafe_execution
S2_007,S2,baseline_greedy,ZTF26aaqylfh,observe,GREEDY,1,0,0,0,unsafe_execution
S2_007,S2,baseline_weighted_heuristic,ZTF26aaqylfh,observe,WEIGHTED_HEURISTIC,1,0,0,0,unsafe_execution
S2_007,S2,qwen3_only,ZTF26aaqylfh,observe,CONTINUE_CURRENT_PLAN,1,0,0,0,unsafe_execution
S2_007,S2,qwen3_framework,ZTF26aaqylfh,observe,CONTINUE_CURRENT_PLAN,1,0,0,0,unsafe_execution
S2_008,S2,baseline_rule_priority,ZTF26aaqymsz,observe,RULE_PRIORITY,1,0,0,0,unsafe_execution
S2_008,S2,baseline_rule_deadline,ZTF26aaqymmp,observe,RULE_DEADLINE,1,0,0,0,unsafe_execution
S2_008,S2,baseline_greedy,ZTF26aaqymsz,observe,GREEDY,1,0,0,0,unsafe_execution
S2_008,S2,baseline_weighted_heuristic,ZTF26aaqymsz,observe,WEIGHTED_HEURISTIC,1,0,0,0,unsafe_execution
S2_008,S2,qwen3_only,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_008,S2,qwen3_framework,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_009,S2,baseline_rule_priority,ZTF26aaqytce,observe,RULE_PRIORITY,1,0,0,0,unsafe_execution
S2_009,S2,baseline_rule_deadline,ZTF26aaqymqo,observe,RULE_DEADLINE,1,0,0,0,unsafe_execution
S2_009,S2,baseline_greedy,ZTF26aaqytce,observe,GREEDY,1,0,0,0,unsafe_execution
S2_009,S2,baseline_weighted_heuristic,ZTF26aaqytce,observe,WEIGHTED_HEURISTIC,1,0,0,0,unsafe_execution
S2_009,S2,qwen3_only,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_009,S2,qwen3_framework,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_010,S2,baseline_rule_priority,ZTF26aaqypub,observe,RULE_PRIORITY,1,0,0,0,unsafe_execution
S2_010,S2,baseline_rule_deadline,ZTF26aaqymta,observe,RULE_DEADLINE,1,0,0,0,unsafe_execution
S2_010,S2,baseline_greedy,ZTF26aaqypub,observe,GREEDY,1,0,0,0,unsafe_execution
S2_010,S2,baseline_weighted_heuristic,ZTF26aaqypub,observe,WEIGHTED_HEURISTIC,1,0,0,0,unsafe_execution
S2_010,S2,qwen3_only,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S2_010,S2,qwen3_framework,,wait,KEEP_CURRENT_PLAN,1,1,3,0,valid_wait
S3_001,S3,baseline_rule_priority,ZTF26aaqyndo,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S3_001,S3,baseline_rule_deadline,ZTF26aaqyndo,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S3_001,S3,baseline_greedy,ZTF26aaqyndo,observe,GREEDY,1,1,3,0,correct_observe
S3_001,S3,baseline_weighted_heuristic,ZTF26aaqyndo,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S3_001,S3,qwen3_only,ZTF26aaqylmk,observe,BEST_BALANCED_CHOICE,1,0,0,0,priority_violation
S3_001,S3,qwen3_framework,ZTF26aaqylmk,observe,BEST_BALANCED_CHOICE|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S3_002,S3,baseline_rule_priority,ZTF26aaqylol,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S3_002,S3,baseline_rule_deadline,ZTF26aaqylol,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S3_002,S3,baseline_greedy,ZTF26aaqylol,observe,GREEDY,1,1,3,0,correct_observe
S3_002,S3,baseline_weighted_heuristic,ZTF26aaqylol,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S3_002,S3,qwen3_only,ZTF26aaqylom,observe,BEST_BALANCED_CHOICE,1,0,0,0,priority_violation
S3_002,S3,qwen3_framework,ZTF26aaqylom,observe,BEST_BALANCED_CHOICE|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S3_003,S3,baseline_rule_priority,ZTF26aaqylnt,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S3_003,S3,baseline_rule_deadline,ZTF26aaqylnt,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S3_003,S3,baseline_greedy,ZTF26aaqylnt,observe,GREEDY,1,1,3,0,correct_observe
S3_003,S3,baseline_weighted_heuristic,ZTF26aaqylnt,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S3_003,S3,qwen3_only,ZTF26aaqylnt,observe,BEST_BALANCED_CHOICE,1,1,3,0,correct_observe
S3_003,S3,qwen3_framework,ZTF26aaqylnt,observe,BEST_BALANCED_CHOICE,1,1,3,0,correct_observe
S3_004,S3,baseline_rule_priority,ZTF26aaqylft,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S3_004,S3,baseline_rule_deadline,ZTF26aaqylft,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S3_004,S3,baseline_greedy,ZTF26aaqylft,observe,GREEDY,1,1,3,0,correct_observe
S3_004,S3,baseline_weighted_heuristic,ZTF26aaqylft,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S3_004,S3,qwen3_only,ZTF26aaqynys,observe,BEST_BALANCED_CHOICE,1,0,0,0,priority_violation
S3_004,S3,qwen3_framework,ZTF26aaqynys,observe,BEST_BALANCED_CHOICE|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S3_005,S3,baseline_rule_priority,ZTF26aaqylpo,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S3_005,S3,baseline_rule_deadline,ZTF26aaqylpo,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S3_005,S3,baseline_greedy,ZTF26aaqylpo,observe,GREEDY,1,1,3,0,correct_observe
S3_005,S3,baseline_weighted_heuristic,ZTF26aaqylpo,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S3_005,S3,qwen3_only,ZTF26aaqylqd,observe,BEST_BALANCED_CHOICE,1,0,0,0,priority_violation
S3_005,S3,qwen3_framework,ZTF26aaqylqd,observe,BEST_BALANCED_CHOICE|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S3_006,S3,baseline_rule_priority,ZTF26aaqykwl,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S3_006,S3,baseline_rule_deadline,ZTF26aaqykwl,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S3_006,S3,baseline_greedy,ZTF26aaqylqq,observe,GREEDY,1,0,0,0,priority_violation
S3_006,S3,baseline_weighted_heuristic,ZTF26aaqykwl,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S3_006,S3,qwen3_only,ZTF26aaqylqq,observe,BEST_BALANCED_CHOICE,1,0,0,0,priority_violation
S3_006,S3,qwen3_framework,ZTF26aaqylqq,observe,BEST_BALANCED_CHOICE|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S3_007,S3,baseline_rule_priority,ZTF26aaqymmj,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S3_007,S3,baseline_rule_deadline,ZTF26aaqymmj,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S3_007,S3,baseline_greedy,ZTF26aaqyoed,observe,GREEDY,1,0,0,0,priority_violation
S3_007,S3,baseline_weighted_heuristic,ZTF26aaqymmj,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S3_007,S3,qwen3_only,ZTF26aaqyoed,observe,BEST_BALANCED_CHOICE,1,0,0,0,priority_violation
S3_007,S3,qwen3_framework,ZTF26aaqyoed,observe,BEST_BALANCED_CHOICE|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S3_008,S3,baseline_rule_priority,ZTF26aaqymqg,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S3_008,S3,baseline_rule_deadline,ZTF26aaqymqg,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S3_008,S3,baseline_greedy,ZTF26aaqymqg,observe,GREEDY,1,1,3,0,correct_observe
S3_008,S3,baseline_weighted_heuristic,ZTF26aaqymqg,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S3_008,S3,qwen3_only,ZTF26aaqymlj,observe,BEST_BALANCED_CHOICE,1,0,0,0,priority_violation
S3_008,S3,qwen3_framework,ZTF26aaqymlj,observe,BEST_BALANCED_CHOICE|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S3_009,S3,baseline_rule_priority,ZTF26aaqylkf,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S3_009,S3,baseline_rule_deadline,ZTF26aaqylkf,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S3_009,S3,baseline_greedy,ZTF18abdueym,observe,GREEDY,1,0,0,0,priority_violation
S3_009,S3,baseline_weighted_heuristic,ZTF26aaqylkf,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S3_009,S3,qwen3_only,ZTF18abdueym,observe,BEST_BALANCED_CHOICE,1,0,0,0,priority_violation
S3_009,S3,qwen3_framework,ZTF18abdueym,observe,BEST_BALANCED_CHOICE|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S3_010,S3,baseline_rule_priority,ZTF26aaqymua,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S3_010,S3,baseline_rule_deadline,ZTF26aaqymua,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S3_010,S3,baseline_greedy,ZTF26aaqymua,observe,GREEDY,1,1,3,0,correct_observe
S3_010,S3,baseline_weighted_heuristic,ZTF26aaqymua,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S3_010,S3,qwen3_only,ZTF26aaqymrf,observe,BEST_BALANCED_CHOICE,1,0,0,0,priority_violation
S3_010,S3,qwen3_framework,ZTF26aaqymrf,observe,BEST_BALANCED_CHOICE|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S4_001,S4,baseline_rule_priority,ZTF26aaqyoyw,observe,RULE_PRIORITY,1,1,2,0,correct_observe
S4_001,S4,baseline_rule_deadline,ZTF26aaqymqz,observe,RULE_DEADLINE,1,0,0,0,priority_violation
S4_001,S4,baseline_greedy,ZTF26aaqyoyw,observe,GREEDY,1,1,2,0,correct_observe
S4_001,S4,baseline_weighted_heuristic,ZTF26aaqyoyw,observe,WEIGHTED_HEURISTIC,1,1,2,0,correct_observe
S4_001,S4,qwen3_only,,wait,KEEP_CURRENT_PLAN,0,0,0,0,priority_violation
S4_001,S4,qwen3_framework,,wait,KEEP_CURRENT_PLAN,0,0,0,0,priority_violation
S4_002,S4,baseline_rule_priority,ZTF26aaqylhu,observe,RULE_PRIORITY,1,1,2,0,correct_observe
S4_002,S4,baseline_rule_deadline,ZTF26aaqylqb,observe,RULE_DEADLINE,1,0,0,0,priority_violation
S4_002,S4,baseline_greedy,ZTF26aaqylhu,observe,GREEDY,1,1,2,0,correct_observe
S4_002,S4,baseline_weighted_heuristic,ZTF26aaqylhu,observe,WEIGHTED_HEURISTIC,1,1,2,0,correct_observe
S4_002,S4,qwen3_only,ZTF26aaqylhu,observe,KEEP_CURRENT_PLAN,1,1,2,0,correct_observe
S4_002,S4,qwen3_framework,ZTF26aaqylhu,observe,KEEP_CURRENT_PLAN,1,1,2,0,correct_observe
S4_003,S4,baseline_rule_priority,ZTF26aaqylar,observe,RULE_PRIORITY,1,1,2,0,correct_observe
S4_003,S4,baseline_rule_deadline,ZTF26aaqymll,observe,RULE_DEADLINE,1,0,0,0,priority_violation
S4_003,S4,baseline_greedy,ZTF26aaqylar,observe,GREEDY,1,1,2,0,correct_observe
S4_003,S4,baseline_weighted_heuristic,ZTF26aaqylar,observe,WEIGHTED_HEURISTIC,1,1,2,0,correct_observe
S4_003,S4,qwen3_only,,wait,KEEP_CURRENT_PLAN,0,0,0,0,priority_violation
S4_003,S4,qwen3_framework,,wait,KEEP_CURRENT_PLAN,0,0,0,0,priority_violation
S4_004,S4,baseline_rule_priority,ZTF26aaqymtj,observe,RULE_PRIORITY,1,1,2,0,correct_observe
S4_004,S4,baseline_rule_deadline,ZTF26aaqymll,observe,RULE_DEADLINE,1,0,0,0,priority_violation
S4_004,S4,baseline_greedy,ZTF26aaqymtj,observe,GREEDY,1,1,2,0,correct_observe
S4_004,S4,baseline_weighted_heuristic,ZTF26aaqymtj,observe,WEIGHTED_HEURISTIC,1,1,2,0,correct_observe
S4_004,S4,qwen3_only,,wait,KEEP_CURRENT_PLAN,0,0,0,0,priority_violation
S4_004,S4,qwen3_framework,ZTF26aaqymtj,observe,KEEP_CURRENT_PLAN,1,1,2,0,correct_observe
S4_005,S4,baseline_rule_priority,ZTF26aaqykxe,observe,RULE_PRIORITY,1,1,2,0,correct_observe
S4_005,S4,baseline_rule_deadline,ZTF26aaqymtq,observe,RULE_DEADLINE,1,0,0,0,priority_violation
S4_005,S4,baseline_greedy,ZTF26aaqykxe,observe,GREEDY,1,1,2,0,correct_observe
S4_005,S4,baseline_weighted_heuristic,ZTF26aaqykxe,observe,WEIGHTED_HEURISTIC,1,1,2,0,correct_observe
S4_005,S4,qwen3_only,ZTF26aaqykxe,observe,CURRENT_PLAN_CONTINUES,1,1,2,0,correct_observe
S4_005,S4,qwen3_framework,ZTF26aaqykxe,observe,PRIORITY_PLAN_CONTINUATION,1,1,2,0,correct_observe
S4_006,S4,baseline_rule_priority,ZTF17aacnesw,observe,RULE_PRIORITY,1,1,2,0,correct_observe
S4_006,S4,baseline_rule_deadline,ZTF26aaqymme,observe,RULE_DEADLINE,1,0,0,0,priority_violation
S4_006,S4,baseline_greedy,ZTF26aaqymme,observe,GREEDY,1,0,0,0,priority_violation
S4_006,S4,baseline_weighted_heuristic,ZTF17aacnesw,observe,WEIGHTED_HEURISTIC,1,1,2,0,correct_observe
S4_006,S4,qwen3_only,ZTF17aacnesw,observe,PRIORITY_PLAN_RETENTION,1,1,2,0,correct_observe
S4_006,S4,qwen3_framework,ZTF17aacnesw,observe,PRIORITY_PLAN_RETENTION,1,1,2,0,correct_observe
S4_007,S4,baseline_rule_priority,ZTF26aaqylqz,observe,RULE_PRIORITY,1,1,2,0,correct_observe
S4_007,S4,baseline_rule_deadline,ZTF26aaqymus,observe,RULE_DEADLINE,1,0,0,0,priority_violation
S4_007,S4,baseline_greedy,ZTF26aaqylqz,observe,GREEDY,1,1,2,0,correct_observe
S4_007,S4,baseline_weighted_heuristic,ZTF26aaqylqz,observe,WEIGHTED_HEURISTIC,1,1,2,0,correct_observe
S4_007,S4,qwen3_only,,wait,KEEP_CURRENT_PLAN,0,0,0,0,priority_violation
S4_007,S4,qwen3_framework,ZTF26aaqylqz,observe,KEEP_CURRENT_PLAN,1,1,2,0,correct_observe
S4_008,S4,baseline_rule_priority,ZTF26aaqylkl,observe,RULE_PRIORITY,1,1,2,0,correct_observe
S4_008,S4,baseline_rule_deadline,ZTF26aaqyngb,observe,RULE_DEADLINE,1,0,0,0,priority_violation
S4_008,S4,baseline_greedy,ZTF26aaqylkl,observe,GREEDY,1,1,2,0,correct_observe
S4_008,S4,baseline_weighted_heuristic,ZTF26aaqylkl,observe,WEIGHTED_HEURISTIC,1,1,2,0,correct_observe
S4_008,S4,qwen3_only,ZTF26aaqylkl,observe,KEEP_CURRENT_PLAN,1,1,2,0,correct_observe
S4_008,S4,qwen3_framework,ZTF26aaqylkl,observe,KEEP_CURRENT_PLAN,1,1,2,0,correct_observe
S4_009,S4,baseline_rule_priority,ZTF18abiyxmm,observe,RULE_PRIORITY,1,1,2,0,correct_observe
S4_009,S4,baseline_rule_deadline,ZTF26aaqylay,observe,RULE_DEADLINE,1,0,0,0,priority_violation
S4_009,S4,baseline_greedy,ZTF26aaqylay,observe,GREEDY,1,0,0,0,priority_violation
S4_009,S4,baseline_weighted_heuristic,ZTF18abiyxmm,observe,WEIGHTED_HEURISTIC,1,1,2,0,correct_observe
S4_009,S4,qwen3_only,ZTF18abiyxmm,observe,KEEP_CURRENT_PLAN,1,1,2,0,correct_observe
S4_009,S4,qwen3_framework,ZTF18abiyxmm,observe,KEEP_CURRENT_PLAN,1,1,2,0,correct_observe
S4_010,S4,baseline_rule_priority,ZTF26aaqymuq,observe,RULE_PRIORITY,1,1,2,0,correct_observe
S4_010,S4,baseline_rule_deadline,ZTF26aaqymql,observe,RULE_DEADLINE,1,0,0,0,priority_violation
